created_at,full_text,username
Thu Feb 15 14:22:36 +0000 2024,Jika sistem pemilu masih seperti ini. Coblos 5 suara sekaligus. Gak efektif juga untuk kerja KPPS. Berat tahun ini. Harus on time online dan terus hitung manual. 24 kerja harus bener2 manage waktu. Literally kerja 24 jam. Badan dan pikiran.,waterglow1
Thu Feb 15 14:15:09 +0000 2024,@herricahyadi Mencurigakan juga pemilu 2024 ... apakah masyarakat gak coblos pileg atau ada hal lain,Kasayanto_
Thu Feb 15 14:14:57 +0000 2024,Sijunjung - Anggota Koramil 08/KMS Serda Ilham Wahyudi dan Polri Melaksanakan kegiatan Pengamanan Kotak Suara Pemilu yang Sudah di Coblos Dari Kantor Nagari Sisawah Ke Gedung UDKP Kumanis Kec. Sumpur Kudus Kab. Sijunjung. Kamis (15/02/2024). https://t.co/5Tu0ci9nuX,kodimsijunjung
Thu Feb 15 14:07:25 +0000 2024,@LadPsycho aku buat dpd jabar coblos no 19 sebagai mhsw kesehatan pengen perjuangin suara nakes tp yg pilih komeng juga gabisa disalahin/dijelek jelekin karena prinsip pemilu luber jurdil,Zenlymaaa
Thu Feb 15 13:41:21 +0000 2024,Gue nyoblos saha pas pemilu dengan entengnya gue bilang siapa aja dek yg bisa amanah gak cuma janis aja sm yg kerja itu tenaga bukan mulut krena apa? Gue emg ngerasa sempet kesel beut tuh kok paslon yg mau gue coblos slalu dihina dipojokin tp klo gue bales yg ada,MntChocgrey
Thu Feb 15 13:37:57 +0000 2024,@minequia Plot twist kabu mau coblos nomer 2 tp gk tau cara coblos krn pertama kali ikut pemilu. Trus gk sengaja ktmu buzzer dan nyuruh coblos yg 1/3. Krn kabu masih polos dia ikutin org buzzer tersebut wkwkkww,tempewalhreit
Thu Feb 15 10:24:37 +0000 2024,@soweirdyeah sejak dari zaman pemilu 2014 malah wkwk makanya mau sejelek apapun lawannya kalo ada prabsnya saya mending coblos lawannya,cassiorion9
Thu Feb 15 10:23:32 +0000 2024,@frans_surya @PKSejahtera Udah dr pemilu kmrn coblos pks #proud #bangga,ninza108
Thu Feb 15 10:17:06 +0000 2024,Gini loh klo pada ada kecurangan semua berarti suara pemilu ga sah? Perlu coblos ulang dong.,jenora111
Thu Feb 15 10:14:19 +0000 2024,@EXCOPARTAIBURUH pemilu kemaren bingung mau pilih siapa dan terlalu banyak partai. dan akhirnya coblos ke partai buruh saja. yang terus berjuang demi buruh di indonesia,theendoferaINA
Thu Feb 15 10:09:58 +0000 2024,2014 &gt; Kalah &gt; Teriak Curang 2019 &gt; Kalah &gt; Teriak Curang 2024 &gt; Kalah &gt; Teriak Curang 2029 &gt; Kalah &gt; Teriak Curang 2034 &gt; Kalah &gt; Teriak Curang 2039 &gt; Kalah &gt; Teriak Curang Gak Capek Ngaabb..??? Gimana kalo km bikin pemilu sendiri terus coblos sendiri pasti km menang.,AdamPeople07
Thu Feb 15 10:00:02 +0000 2024,@faizalassegaf SEAKAN AKAN CUMA KALIAN YG BOLEH MENANG D PEMILU INI DASAR MUKA TEMBOKK LAIN X KALO GA SIAP KALAH GA USAH IKUT PEMILU BIKIN PEMILU SNDIRI COBLOS SNDIRI MENANG SNDIRI MEMANG BEDEBAH KAU FAISAL,lewatsenja22
Thu Feb 15 09:58:07 +0000 2024,@dayatpiliang Semuanya curang bang bisa diliat dari awal sebelum pemilu aja udah tercoblos PDIP di luar negri sekarang banyak bukti video coblos massal 01 dan 02. Tanggapan gua sih demokrasi kaya gini masih belom cocok kalo SDM indonesia nya rendah bgt bakal curang terus pasti,horologeeks
Thu Feb 15 09:54:00 +0000 2024,@khoiriak Wlwkwkwkw 2019 prabowo salah sirkel Ngomong curang tapi ga bisa d buktikan Kalah ya kalah ajaa nyerocos muluu Kalo ga siap kalah Mending kalian bikin pemilu sendiri coblos sendiri deklarasi sendiri,lewatsenja22
Thu Feb 15 09:51:21 +0000 2024,jadi disini aku justru mendorong kalian para pendukung 01 untuk men- desak anies trus melanjutkan acara desak anies dalam misi mencerdaskan bangsa terus berproses sampai pemilu selanjutnya suara itu bakal datang sendiri yahh minimal aku bakal coblos,icuysadica
Thu Feb 15 09:51:14 +0000 2024,Ga jadi golput gegara mendadak ngasih sosialisasi pemilu ke lansia disini pake ipad lewat situs nya goodkind. Yg udah berumur n gaptek aja pengen banget nyoblos terlepas siapapun yg dia pilih hehe. Karena gw pas itu lagi pengen golput sih gw ga kasi saran coblos siapa ya,indsane96
Thu Feb 15 09:47:10 +0000 2024,@Miduk17 LAIN KALI KALIAN BIKIN PEMILU SENDIRI COBLOS SENDIRI MENANG SENDIRI SEKELAS LEMBAGA SURVEY JAGOAN KALIAN CHARTA POLITICA AJA UDAH MENGAKUI PRAGIB YANG MENANG 50% + 1 BUZZER TOLOLLL KEJANG KEJANG KAU DEKK,lewatsenja22
Thu Feb 15 09:42:37 +0000 2024,@Muhammad_Saewad INTERNAL AMIN ITU KAYAK MALAIKAT YG GA PERNAH SALAH SEOLAH OLAH SEMUA YG BERBEDA SAMA MEREKA ITU YG SALAHH MEMANG UD STRESSS GA TERIMA KEKALAHAN LAIN X BIKIN PEMILU SNDIRI COBLOS SENDIRI MENANG SENDIRI,lewatsenja22
Thu Feb 15 09:42:31 +0000 2024,Sedikit terharu sama temen2 real yang dulu cuman coblos selesai tapi pemilu kali ini mereka bener2 bersuara baik sebelum dan sesudah coblos. Ketika orang yang tadinya bodo amat dan skrg memilih ikut serta memahami even baru sedikit2 keadaan udah ga baik baik aja bung,kchooya
Thu Feb 15 09:29:32 +0000 2024,Mas gibran kalau mau maju pilpres pemilu depan aku bakal coblos karena mematuhi peraturan pendaftaran tapi karena beliau gitu yaudah mau gimana aku coblos cap cip cup antara 1 dan 3,hgbnaxyz
Thu Feb 15 09:28:00 +0000 2024,Pemilu harus di ulang karena ban kejadian penghi suara di mark up kejadian kertas suara yang sudah di coblos duluan...intinya harus di ulang,Sampossha
Thu Feb 15 09:26:17 +0000 2024,Dengan hasil sementara ini gue sangat berharap Pak Prabowo&amp; Pak Gibran bisa melanjutkan program-program luar biasa nya Pak Jokowi. Kemarin gue golput mohon maaf sekali tapi gue benar-benar tidak antusias dengan pemilu kali ini dan gue menyesal harus nya gue coblos aja ketiga,freakyfattie
Thu Feb 15 09:21:05 +0000 2024,pemilu 2024 bagiku bagaikan lagi garap soal diskusi+tugas. Untuk dapet jawabannya ya dg cari sumber referensi sebanyak2nya yg menurut kamu benar dan kredibel lalu kamu rangkum dan submit jawaban dg bentuk coblos salah satu paslon dan yaudah tinggal tunggu nilai keluar,dearme96
Thu Feb 15 09:12:25 +0000 2024,@Opiniku95098012 @PDI_Perjuangan Di daerah gua kandang banteng bahkan saat Golkar Suharto pun kampung gua tetap menang PDI tapi di pemilu kemaren banyak yg coblos kader PDIP tapi pilihan Presiden nya 02 termasuk gua sendiri juga gitu,BasmanCobra
Thu Feb 15 07:35:51 +0000 2024,Hari ni kondangan sendirian trs denger emak2 ngobrolin pemilu beneran byk yg coblos si onoh,daehnun
Thu Feb 15 07:26:40 +0000 2024,@abumufakhir Gue juga dapat duit dari caleg partai G*lkar bahkan sampe dihubungin timsesnya via WA biar coblos calegnya H-2 sebelum pemilu bodo amat gaada ku coblos tuh caleg,Yohaneshtg
Thu Feb 15 07:20:59 +0000 2024,Selain minim jam terbang kehadiran kader² di masyarakat pra pemilu juga masih semriwing. Mudah²an bisa menjadi refleksi. Tetap semangat tetap berjuang. Btw Mas.. Mas @kokokdirgantoro linu ra ya bathuke tak coblos?,bene_skol
Thu Feb 15 07:16:36 +0000 2024,Jika pemilu kembali diadakan setelah penghitungan Quick count dan mengabaikkan hasilnya kamu akan coblos siapa? Monggo vote sambil menikmati hujan yg tiba2 deres.,infomjkt
Thu Feb 15 07:15:44 +0000 2024,Ya Allah sekelas nabi aja ga ada yang sesombong ini. Bener bener ya kalian. Astaghfirullah.... Ini udah selesai pemilu gua bisa bilang sekarang kalau gua coblos ganjar. Tapi yang kaya gini itu bener bener bikin miris kenapa akhirat dan agama terus yg dibawa? Kalian itu siapa?,soIittude
Thu Feb 15 07:13:31 +0000 2024,Bupati Gumas Coblos di TPS 13 dan Langsung Cek Situasi Pemilu https://t.co/Q83fRceCFK,prokaltengdotco
Thu Feb 15 07:01:39 +0000 2024,@adriahass @alpudlian @BuzzDrun @PartaiSocmed Dari pemilu 2019 aja gini kok pendukung yang kalah (bowo) share video kecurangan bahwa ada bukti kertas yang udah ke coblos duluan paslon yang menang (Owi),Themightyhilmy7
Thu Feb 15 06:59:46 +0000 2024,@sihitamkeling @CutSarina5 @Aceh @cakimiNOW @aniesbaswedan @KPU_ID @bawaslu_RI @prabowo @ganjarpranowo @IndoQuickCount @Metro_TV @tvOneNews @msaid_didu @realAmienRais @TRANSTV_CORP Kmu ini lahir tahun berapa udah brp x kmu coblos presiden.kmu itu anak bau ingus yg Bru milih tahun ini udah omonganmu segunung.jd apa gunanya KTP elektronik klo g bs dipake pas pemilu.hbis waktu tau hanya untuk pilih presiden harus kesna kesini urus urus surat pindah .ribet,zakariaacehgrup
Thu Feb 15 06:56:33 +0000 2024,buat klean yg masih bilang kan masih pemilu yang coblos juga kita rakyat nih baca ajg sejarah bangsa ini wahai bocah tiktod,Muqyidin
Thu Feb 15 06:55:19 +0000 2024,@AnakLolina2 Betul2 pemilu yg memilukan kalau memang bisa coblos sesuka hati lebih baik rakyat indonesia diam saja dirumah biarkan orang bayaran yg coblos2an. Toh juga kecurangan ini sudah didepan mata?,okino2x
Thu Feb 15 06:41:51 +0000 2024,@realfedinuril Pemilu depan nyaleg Bang Nuril..kalo cocok saya coblos..saat ini kok saya sepaham,Emmy_Isty
Thu Feb 15 06:35:24 +0000 2024,ini gak dimana-mana yg dibahas masih aja pemilu ini gua orang N.... (lawan MU) masak wakil paslon 1 bilang orang N.. bla bla ya gua coblos proro lah sedikit obrolan mereka. ini kuping gua pengen budek njir ada topik lain nggak sih selain capres. https://t.co/ny6mXFut0z,robby_andriyan
Thu Feb 15 06:32:39 +0000 2024,@ceramiccaa @puty fr. pas malam pemilu iseng keliling desa. memang orang desa rata-rata pragmatis milih siapa yang ngasih duit krn pemilu emg ajang panen duit/sembako. tau calon pun mungkin pas ke tps aja. liat di daftar. saling tanya coblos siapa nih? udah. lanjutin hidup kembali,nongsuuay
Thu Feb 15 06:29:59 +0000 2024,Lah anda coba lihat zaman soeharto mbak ada pemilu tapi smw orng wajib coblos golkar klo ketahuan ga nyoblos itu bisa berabe lihat juga kortu keliatan ga pernah baca soal orba,alraafii_
Thu Feb 15 06:23:06 +0000 2024,Pendukung 01 yg ikut2an 4 jari emg bego Mana ada pilpres saling bantu? Yg ada pendukung 01 digerus mulu lewat isu agama Namany jg pemilih FOMO maunya pemilu riang gembira tanpa konflik yg dmn konflik itu normal dlm pemilu,nosan1tysane
Thu Feb 15 06:14:11 +0000 2024,Mindset ada uang ada suara atau ada amplop saya coblos adalah mindset yang paling sakit yang sering ada di pemilu. Apalagi legislatif kek banyak yang agak culas dengan hal ini.,salsaau21
Thu Feb 15 06:13:44 +0000 2024,@Pai_C1 Dari pemilu dulu gue selalu rahasiain siapa yg bakal gue coblos tujuannya untuk menghindari debat apa lagi ribut2an gini sama orang dekat. Klo disuruh ikutin pilihan dia ya gue iya2in aja biar cepet,adrial__
Thu Feb 15 06:09:57 +0000 2024,pemilu kali ini ribet bat cok. banyak drama. dari dulu kan padahal sama aja tinggal coblos. kalo suatu saat ada kebijakan yg anehaneh tinggal di demo. dudukin lagi gedung dpr. lagi pulakan ga semua kebijakan punya presiden orangorang yg disenayan lah yg punya andil lebih banyak,ehhveg
Thu Feb 15 04:18:54 +0000 2024,Efektif Tp kurang kalo cuma ngandelin itu buat bikin menang pemilu Gile lu anies bisa di atas ganjar itu sebuah prestasi banget,nosan1tysane
Thu Feb 15 04:12:23 +0000 2024,@Hero212_reborn kasihan banget pendukung 01 gak terima kekalahan. Wakeup! mending loe bikin pemilu sendiri coblos sendiri dan bikin kabinet sendiri tapi di wakanda. Source nya gak jelas dan illegal. Udah gak jaman pake jual2 agama di kontestasi pilpres..,jerusalem777777
Thu Feb 15 04:03:35 +0000 2024,@PKSejahtera Maaf pks 2x pemilu belum mudeng soal partai2. Lama bgt nyadarnya mulai sekarang sampe seterusnya saya bakal coblos pks terus. Keep istiqomah in the right way! Kalau dikasih tau caranya &amp; memungkinkan saya juga mau jadi anggota pks,blueleaf_96
Thu Feb 15 03:51:37 +0000 2024,@edriapadma @inidewa_ ini lagu lama tiap abis Pemilu : 'kecurangan'. Lalu jelaskan dari 200 jt pemilih dan 60 % coblos wowo (kurleb 130jt suara) itu klo curang pasti kasat mata banget padahal di tiap TPS ada pengawas ?? tolong jelaskan,nicho0218
Thu Feb 15 03:51:20 +0000 2024,@PKSejahtera Sebuah keyakinan pilihan dari gua pd pemilu 2024 1 gua buka surat suara pilpres gua coblos 01 setelah itu gua buka surat suara dprd kota hingga dpr ri gua coblos @PKSejahtera alasan gw sederhana terima kasih PKS sudah menjadi oposisi abadi dari Jokowi,imamhafizta
Thu Feb 15 03:50:59 +0000 2024,@EXCOPARTAIBURUH next pemilu insyaallah saya coblos,kumisberatjoen
Thu Feb 15 03:50:31 +0000 2024,senangnya pemilu kali ini adalah tingkat partisipasi anak2 muda untuk ikut nyoblos adalah semakin meningkat. Sehingga mereka harusnya paham pilih memilih coblos mencoblos adalah awal dari tanggungjawab yang semua warga negara harus pikul.,wachiddaga
Thu Feb 15 03:40:43 +0000 2024,@Boediantar4 Kalian yg dapet duit utk memenangkan peserta pemilu terus kalian coblos sesuai pesanan kalian termasuk ORANG TIDAK BERMORAL! SAKIT JIWA!! Penyelenggara negara ini Sudah Tidak bermoral bahkan Sakit Jiwa!!,azizbuitenzorg
Thu Feb 15 03:37:23 +0000 2024,Tapi C1 gbs boong Emg prabu itu byk yg milih di luar kecurangan yg memenangkan dy Ya gw pndkg Amin ya emg sadar diri anies nyapres ga niat Jadi yah terima aja 02 menang Atleast kalian jd ga usah melakukan nazar pemilu kmren wkwk,nosan1tysane
Thu Feb 15 03:36:13 +0000 2024,niatnya kan gua mau full tentang dokja bday kenapa masih lolos aja sih soal pemilu coblos 01/02/03 dst.,scretveplotter
Thu Feb 15 03:34:14 +0000 2024,Jujur aja pemilu kali ini coblos 03 karena ada Prof @mohmahfudmd disana. Sebagai fans beliau dari jauh sebelum jadi cawapres sampai saat ini gua tetap suka dengan integritasnya dan moralitasnya yg tinggi. Terima kasih sudah berjuang prof. Dan tentu saja selamat kpd Bpk @prabowo,koar_qoad
Thu Feb 15 03:30:38 +0000 2024,Heboh Video Remaja Coblos 02 di Surat Suara Pemilu di Luar TPS Bawaslu Telusuri https://t.co/C3qVXzD0kf https://t.co/C3qVXzD0kf,posaktualcom
Thu Feb 15 03:29:10 +0000 2024,@mevenamic @CJWiguna @itbfess Enak bgt lo kontol ngomong gitu gue susah susah ngurus surat pemindahan tempat pemilu buat coblos 02 dibilang dibuat matamu!,pengabdipuebi
Thu Feb 15 03:29:04 +0000 2024,@tekooila Iya bebas.. ga ada yg ngelarang lu buat bebas brpendapat Org lain jg pny hak buat nentuin pilihan dia kan ?? Dari awal mulai pemilu smpe skrng udh selesai coblos bnyk yg speak up tapi mereka ttp milih tuh paslon brrti itu pndapat dan hak mereka kan? Itu jg demokrasi,RMY_1707
Thu Feb 15 03:22:19 +0000 2024,@tvOneNews Utk pemilu kedepan sy ajak keluarga utk Golput....ngapain milih klo kertas suara adh bnyk di coblos....penyelenggara KPU ikut main di dalamnya. Paraah,FadilNaili34909
Thu Feb 15 03:20:00 +0000 2024,Heboh Video Remaja Coblos 02 di Surat Suara Pemilu di Luar TPS Bawaslu Telusuri https://t.co/6ZGtlB5Nua,democrazymedia
Thu Feb 15 02:30:16 +0000 2024,Dr awal ga ada yg tau satu sama lain pilih siapa trs pas h-1 pemilu akhirnya pada terang2an siapa yg di coblos dan ternyata sama semua. Akhirnya pas kumpul seru bgt karna 1 kubu sampe udh dirumah masing2 pun ttp aja ngegibah soal pemilu wkwkwkwkw https://t.co/xyCWHR5ADE,lvberds
Thu Feb 15 02:24:39 +0000 2024,Saling coblos tapi beda tmpat beda waktu #aryasaloka #amandamanopo #aryamanda #Pemilu #PemiluDamai #Pemilu2024 #pemilusentak2024 https://t.co/5isZJcyofW,arsacial627
Thu Feb 15 02:24:09 +0000 2024,Pliss demokrasi gak cuma soal coblos pas pemilu atau dukung mendukung,mirijaena
Thu Feb 15 02:13:45 +0000 2024,@ernestprakasa Cumah lah pemilu coblos we ku sia kabeh sakahayang. Da keur naon aing nyoblos ge ari kitu2 keneh mah. Asa ngahambur2 waktu jeung kacape aing we Aing geus milih tapi teu dianggap,LArsitek87
Thu Feb 15 02:08:06 +0000 2024,@dontfindmeplsla apalagi ade gue dan temen temen seumurannya yang masih sma dan first time dapat hak pemilu. mereka semua rata rata punya akun x untuk fangirl ataupun baca au melihat begitu barbarnya pendukung paslon ganjir. akhirnya mereka coblos 02,arshxykzra
Thu Feb 15 02:07:48 +0000 2024,@mbahjhojho Dari awal PKS ikut pemilu sll tak coblos nih caleg nya Partai Paling Konsisten ya cuman PKS,Amri_adja
Thu Feb 15 02:03:34 +0000 2024,padahal 5 tahun lalu gua berniat untuk coblos psi di pemilu 2024 karena keberanian mereka dalam mengkritisi prabowo benar-benar niat. gak menyangka kalau lima tahun kemudian malah jadi penjilat yang benar-benar jahat. demi senayan kalian senewen,jesicadm00
Thu Feb 15 02:03:17 +0000 2024,Untuk TPS2 yg ternyata hasilnya jauh dari hasil yg tertulis di sirekap mereka buat by design ... 1. Kisruh 2. Coblos duluan. 3. Ancam kades . 4. Penghilangan C1 5. Racun petugas pemilu... Design By @jokowi team.,Ruwahel
Thu Feb 15 02:01:33 +0000 2024,Bukti curang paling nyata di pilpres 2024 coblos dibawah meja kotak suara. Tolong KPU Bawaslu ditertibkan ini Sebab hasil quick count masih menunggu rekap real count KPU dan kawal pemilu. Abah AMIN Anies Baswedan Cak Imin dan Ganjar Pranowo dan Mahfud MD JOGET #Pilpres2024 https://t.co/5j0Slovuzh,sirulhaq
Thu Feb 15 02:00:17 +0000 2024,@Kanjeng2022 @PDI_Perjuangan @psi_id Meskipun budhe bukan kader PDI-P ... budhe tetap lega dengan pencapaian ini...dan merasa bahagia utk pemilu ini budhe coblos partai ini utk pertama kalinya 🇮🇩,suhartinitaurus
Thu Feb 15 01:57:38 +0000 2024,@JeruknipisK @xquitavee Kmu bebas bernarasi apapun tapi kenyataan curang adalah tetap kenyataan. Ditempat saya cuma 6 keluarga yg dapat surat undangan pemilu dari 40an KK. Sy ketemu bapak2 di warung makan saya tanya gak coblos pak? Giman mau coblos dek suratnya aj gak dapat? Sakarepmu bernarasi,RubyDjasa
Thu Feb 15 01:55:53 +0000 2024,Aldi Taher Syok Banyak yang Coblos Dirinya di Pemilu 2024 Mantan Dewi Perssik: Gak Nyangka https://t.co/ArNZvh3ywY lewat @banjarmasinpost,banjarmasinpost
Thu Feb 15 01:55:48 +0000 2024,@PKSejahtera Kelebihan PKS yg tiada tandingnya sejak keikutsertaannya dlm pemilu. Semoga Berkah Dunia Akhirat. Gak sia-sia saya coblos PKS. Terima kasih.,SalamDawwasJ
Thu Feb 15 01:55:16 +0000 2024,kita tuh selama ini gapernah bahas soal pemilu tp td pagi tiba2 ada nanya kemaren coblos siapa? jd pembahasan ternyata pada nyoblos 02,kentakamiyeah
Thu Feb 15 01:49:45 +0000 2024,Konyol banget sih malu udah gede tapi nyoblos aja ngangngong ngangngong astaghfirullah.. dulu soalnya aku belum pernah dapet kartu buat coblos apapun itu gak tau sih kenapa.. katanya karena dataku belum update.. Jadi harusnya sekarang nih jadi pemilu keduaku.. hmm,g_um_y
Thu Feb 15 01:45:49 +0000 2024,@cvbynana @convomf waduh jangan ampe paku pemilu nyasar ke coblos dia ya mbakk,Rumfrie
Thu Feb 15 01:39:54 +0000 2024,@EXCOPARTAIBURUH semangat min. Kemaren saya coblos partai buruh 5 tahun lagi kalau pemilu masih ada akan saya coblos lagi.,rr__ffxiv
Thu Feb 15 01:38:16 +0000 2024,@medioclubID Next pemilu nyapres bang komeng positip saya coblos satu kelurahan,guntur_skacore
Thu Feb 15 01:38:09 +0000 2024,Btw ini bener si wkt '14 dan '19 gw deg2an takut jkw kalah pdhl wkt '19 jkw incumbent loh tetep kans menang msh 50 50 nah pemilu skr gw coblos dgn hati nurani walau sebelum coblosan gw udah bakal tau siapa pemenangnya...tau drmn? Ya rangkuman dr dirty vote lah..,hermina_11
Thu Feb 15 01:27:01 +0000 2024,@todayisjjh lagian bingung jg biar apa ya update coblos siapa di pemilu kaya harus bgt semua orang tau,jenoogotjam
Thu Feb 15 01:14:20 +0000 2024,@SumitroYoel gegara rakyat nyesal milih blio akhirnya pas pemilu saingannya siapapun d coblos yg mengakibatkan terpilihnya presiden yg asal2an. coba dri awal trump gk menang mungkin persaingan dan calon2 lainnya lebih baik dri aki2 tua biden. sudah pasti biden akan d acuhkan d surat suara.,Tclrqq
Thu Feb 15 01:07:11 +0000 2024,Survei Litbang Kompas: 53 5 Persen Pemilih Jokowi Coblos Prabowo-Gibran di Pemilu 2024 https://t.co/HfSvTpx1Y6,KompasTV
Thu Feb 15 01:03:22 +0000 2024,@xopch Dicoblos kak dulu kalau ada yg golput jd pnitia disuruh panjangin kuku biar bs langsung coblos klau ada surat suara kosong..begitu cerita ayah yg pernah jd panitia pemilu,rinovsky12
Thu Feb 15 00:50:14 +0000 2024,@dayatpiliang Curang dimana sih anjg kalo dikata curang mah lebih curangan nomer 3 asu. Pemilu belum mulai tapi udah pada di coblos gimana kalo itu 02?? Wah udah jadi berita dunia pasti.,HsiskdH
Thu Feb 15 00:48:53 +0000 2024,Sumpah jadi silent reader di keadaan kayak gini seru. Seru juga ngeliat ketantruman kecurangan kericuhan pemilu. Lebih seru coblos untuk pragmatis wkwk,chardxxnay
Thu Feb 15 00:48:48 +0000 2024,@afifahafra79 mbak afifah aq mau ngeluarin uneg2ku. sejak pertama kali nyoblos pada 2004 mpe 2024 aq sll coblos PKS. seingatku suara partai ini tetap stagnan di angka 7 sekian pasca pemilu 2009. Bahkan di pemilu ini jg tersalip nasdem. ternyata setia mnjadi ga ckp. smg bs dievaluasi lagi.,Deesar244
Thu Feb 15 00:47:20 +0000 2024,@MrOngDedy Betul jangan muncul lima tahun sekali pasang muka segede baliho dan isinya cuma nyuruh coblos dia pas pemilu,erlbody
Thu Feb 15 00:36:53 +0000 2024,tbh grgr pemilu INI gue jadi lebih aware sama politik indo dan ngeliat pemilu yang belakang i think anies dan ganjar adalah salah satu karakter yang baru di pemilu i mean dengan kampanye yang bisa gaet berbagai kalangan dan bukan asal coblos tapi jadi concern ke politik juga,linobogor
Thu Feb 15 00:35:08 +0000 2024,@aylottt159336 @JagoanAnies @dayatpiliang Mba udah. Mereka sedang mencari2 kesalahan 02. faktanya di lapangan kemarin yg curang itu banyak. Bahkan ada banyak orang yg ga dapet hak suaranya di Madura dan semua di coblos 01. Pemilu kali ini itu udah jamannya apa2 di rekam jadi yg curang otomatis langsung ketauan.,S961267785
Thu Feb 15 00:34:39 +0000 2024,@kafir_introvert Dlu thn 2014 &amp; 2019 jkw serta PDIP dibilang curang skrng PDIP knp g dpt cap curang lgi? ya karena memang disetiap pemilu pemenang pasti dituduh curang. Soal suara PDIP c'mon lah klian tau gmn kampanye PDIP calegnya ksih uang dan wajib coblos lho,wannavani
Thu Feb 15 00:32:16 +0000 2024,@dayatpiliang Kebanyakan pendukung 02 silent majoriti. Contoh kek ortuku. Yang tak pikir pro 03. Ternyata pas pemilu coblos 02. Contoh kecilnya kek gitu. Tapi emang diperhitungan mana mana. 02 yang paling banyak dapat suara. Ditempatku aja tps 1 desa udah 400 lebih suara. Belum yang desa lain.,ItsYuri16
Thu Feb 15 00:29:06 +0000 2024,@convomf Adaa adek gue jadi karena ini pertama kalinya pemilu jadi angepan surat suaranya tuh kayak soal pilihan ganda semuanya di coblos tiap partai satu nama gitu untuk surat suara dprnya,ciskanabilah1
Thu Feb 15 00:28:48 +0000 2024,Buat kalian yang teriak pemilu curang. Gw kasih hitungan logis. Total pemilih 204 8jt orang anggap yg milih 200jt. Bila Prabowo skrg 57% anggap harusnya 2 putaran berarti 49% jadi selisih 8% = 16jt. Bila 1 jam oknum bisa coblos 500 kertas artinya butuh 32rb oknum. Mungkin kah?,partaimax
Wed Feb 14 21:38:02 +0000 2024,@kkamjongin_out @twotimesz @kafir_introvert nek di tempat saya basis besar pdip DIY jateng pemilu taun ini grass root pdip pecah jadi 2. yang satu loyal ke partai yang satu loyal ke jokowi tapi bisa di nilai banyakan yang ikut siapa ? nah kalau masalah caleg ini kalau di DIY ya mana yang ngasi duit pasti coblos.,mhmmdrifaai
Wed Feb 14 21:27:59 +0000 2024,Jangan kaget kalo banyak yg begini. Pemilu sebelumnya juga banyak yg gini kok g mau coblos X krn jengah sama pendukungnya. Timses 01 dan 03 aja yg gak sadar gak peduli dan gak mau belajar dari pengalaman pemilu sebelumnya.,Callme_KAL_
Wed Feb 14 21:02:36 +0000 2024,Stage of grief gw udh dimulai sejak November lalu. Heck bahkan sebulan sebelum pemilu gw udh nyampe tahap acceptance. Gw coblos Anies bkn krn gw yakin dia bisa menang atau cocok jd presiden. Gw coblos dia krn ya gw bisa. Itu aja. Gw udh tau siapa yg bkl menang.,Fleurseva
Wed Feb 14 21:00:43 +0000 2024,Kemarin di bilik suara agak lamaan pas mau coblos capres cawapres berdoa banyak-banyak agak baper rupanya aku di pemilu tahun ini.,prettycic
Wed Feb 14 20:26:21 +0000 2024,@leezeenoo @_sunshineinjun @thed_dy Bukti bisa dibuat. Pas bagian lipet surat disuruh coblos 02. Pas pemilu waktu buka surat ternyata 02 sudah tercoblos biar seolah-olah dianggap curang. Warga indo kan sdmnya masih rendah jd bikin bukti buatan kaya ginioun pada percaya,Ydstr212
Wed Feb 14 20:12:40 +0000 2024,Udah 3x ikut pemilu. 2014 2019 jadi swing voter+silent majority. 3x juga milih prabowo. Tapi 2x kmrn bisa aja aku coblos jokowi kalau bapakku ngehasutnya dengan bener. Sayangnya caranya salah. Caranya itu kuno.. Selalu muter video jelek2in paslon lain. Bukannya muji jokowi,dhdufmatwt
Wed Feb 14 19:53:14 +0000 2024,@tanyakanrl kemarin aku liat trnyata ada yg sebar di medsos gpp gapakai surat pemilu lgsung coblos aja terlepas harusnya mereka cari tau secara detail juga,amerricanox
Wed Feb 14 19:39:30 +0000 2024,Betapa leganya pemilu 2024 ini~ 1. Pilpres coblos mahfud 2. DPR partai buruh nomor urut paling bawah 3. DPRD partai buruh nomor urut paling bawah 4. DPD KOMENG!!! 1-3 kalah 4. Menang dari hasil quick count! Komeng &gt; Jokowi,fadlydodun
Wed Feb 14 19:34:20 +0000 2024,@jalanparis Ini pidato tentang kemenangan quick count ya?cuma ingetin aja quick count itu gak resmi yg resmi perhitungan sesuai uu yaitu rekap manual kpu gw jg heran sblm dan sesudah coblos hasilnya gitu2x aja jd ngpain pemilu klo qc lbh tau hasilnya buat yg paham aja,Uam41
Wed Feb 14 19:13:24 +0000 2024,Pemilu kali ini gw bingung nyoblos DPD. Pengennya dr partai tertentu tp kok ga ada lambang partainya. Karena takut kelamaan gw coblos yg paling cantik dong,reginajennet
Wed Feb 14 19:12:07 +0000 2024,Awalanya gue udah mikir kayaknya udah oke nih membahas pemilu ya intinya ngobrol tntang +- pemilu skrg trus nyinggubg jg tentang film itukan wah awalnya gue kira ni udah agak masuk ni kita ngobrolnya. Trus skip siangnya udah selesai coblos kita nobar quick count smbil nunggu mam,uremyhopee
